`,N_WORKERS,TOTAL_ELAPSED,COORD_ELAPSED,LAST_WORKER_ELAPSED,GBEST_ACC,GBEST_LOSS,TOTAL_MESSAGES_SENT,TOTAL_MESSAGES_SENT_PBEST,TOTAL_MESSAGES_SENT_CURRENT_WEIGHTS,TOTAL_BYTES_SENT,LOSS_THRESHOLD_DIFF,LOSS_THRESHOLD_MIN,LOSS_THRESHOLD_MAX,PBEST_DEBOUNCE_MS,MONITORING_THRESHOLD_MIN,MONITORING_THRESHOLD_MAX
0,1,13.557,13.521,13.557,0.442000,6.560834,210,8,202,557760,0.045000,0.005000,0.050000,75,0,0
0,2,18.755,30.152,18.755,0.652000,2.757677,473,55,418,1256288,0.045000,0.005000,0.050000,75,0,0
0,6,12.154,23.279,12.154,0.734000,1.211000,567,151,416,1505952,0.045000,0.005000,0.050000,75,0,0
0,12,18.409,29.213,18.409,0.910000,0.345433,698,285,413,1853888,0.045000,0.005000,0.050000,75,0,0
0,16,17.348,27.945,17.348,0.852000,0.421567,809,396,413,2148704,0.045000,0.005000,0.050000,75,0,0
0,20,20.072,28.832,20.072,0.902000,0.394847,893,486,407,2371808,0.045000,0.005000,0.050000,75,0,0
