FILTER_ENABLED,N_WORKERS,TOTAL_ELAPSED,COORD_ELAPSED,LAST_WORKER_ELAPSED,GBEST_ACC,GBEST_LOSS,TOTAL_MESSAGES_SENT,TOTAL_MESSAGES_SENT_PBEST,TOTAL_MESSAGES_SENT_CURRENT_WEIGHTS,TOTAL_BYTES_SENT,LOSS_THRESHOLD_DIFF,LOSS_THRESHOLD_MIN,LOSS_THRESHOLD_MAX,PBEST_DEBOUNCE_MS,MONITORING_THRESHOLD_MIN,MONITORING_THRESHOLD_MAX,DATASET_PARTITIONING,ENABLE_NEIGHBORHOODS,EARLY_STOPPING
0,1,100.925,105.938,100.925,0.536667,2.322481,4199,5,4194,14914848,0.000000,0.000000,0.000000,75,0,0,true,true,false
0,2,54.557,60.400,54.557,0.686667,1.375430,4229,35,4194,15021408,0.000000,0.000000,0.000000,75,0,0,true,true,false
0,6,15.388,21.094,15.388,0.836667,0.855678,4340,148,4192,15415680,0.000000,0.000000,0.000000,75,0,0,true,true,false
0,12,10.930,16.374,10.930,0.836667,0.692230,4512,321,4191,16026624,0.000000,0.000000,0.000000,75,0,0,true,true,false
0,16,10.576,16.410,10.576,0.833333,0.715099,4628,440,4188,16438656,0.000000,0.000000,0.000000,75,0,0,true,true,false
0,20,13.096,18.531,13.096,0.843333,0.745971,4759,574,4185,16903968,0.000000,0.000000,0.000000,75,0,0,true,true,false
