`,N_WORKERS,TOTAL_ELAPSED,COORD_ELAPSED,LAST_WORKER_ELAPSED,GBEST_ACC,GBEST_LOSS,TOTAL_MESSAGES_SENT,TOTAL_MESSAGES_SENT_PBEST,TOTAL_MESSAGES_SENT_CURRENT_WEIGHTS,TOTAL_BYTES_SENT,LOSS_THRESHOLD_DIFF,LOSS_THRESHOLD_MIN,LOSS_THRESHOLD_MAX,PBEST_DEBOUNCE_MS,MONITORING_THRESHOLD_MIN,MONITORING_THRESHOLD_MAX
0,1,5.919,11.420,5.919,0.496667,2.305603,427,10,417,314272,0.045000,0.005000,0.050000,75,0,0
0,2,4.509,10.339,4.509,0.610000,1.994577,448,31,417,329728,0.045000,0.005000,0.050000,75,0,0
0,6,1.839,7.355,1.839,0.673333,1.460727,533,118,415,392288,0.045000,0.005000,0.050000,75,0,0
0,12,1.759,7.324,1.759,0.726667,1.027304,655,242,413,482080,0.045000,0.005000,0.050000,75,0,0
0,16,1.703,7.307,1.703,0.760000,0.909367,706,296,410,519616,0.045000,0.005000,0.050000,75,0,0
0,20,1.753,7.285,1.753,0.793333,0.766569,788,378,410,579968,0.045000,0.005000,0.050000,75,0,0
