ENABLE_NEIGHBORHOODS,NEIGHBORHOOD_TOPOLOGY,FILTER_ENABLED,N_WORKERS,TOTAL_ELAPSED,COORD_ELAPSED,LAST_WORKER_ELAPSED,GBEST_ACC,GBEST_LOSS,TOTAL_MESSAGES_SENT,TOTAL_MESSAGES_SENT_PBEST,TOTAL_MESSAGES_SENT_CURRENT_WEIGHTS,TOTAL_BYTES_SENT,LOSS_THRESHOLD_DIFF,LOSS_THRESHOLD_MIN,LOSS_THRESHOLD_MAX,PBEST_DEBOUNCE_MS,MONITORING_THRESHOLD_MIN,MONITORING_THRESHOLD_MAX,INDEPENDENT_DATA_PROCESSING
false,all,0,20,154.492,150.308,154.492,0.740000,0.860834,3600,632,2968,13305600,0.000000,0.000000,0.000000,75,0,0,true
true,ring,0,20,254.217,250.983,254.217,0.823333,0.600699,5480,633,4847,20254080,0.000000,0.000000,0.000000,75,0,0,true
true,square,0,20,196.778,192.604,196.778,0.793333,0.587190,4173,573,3600,15423408,0.000000,0.000000,0.000000,75,0,0,true
